date,chinese ,isHoliday,holidayCategory,description
2018/1/1,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日
2018/1/6,,是,星期六、星期日,
2018/1/7,,是,星期六、星期日,
2018/1/13,,是,星期六、星期日,
2018/1/14,,是,星期六、星期日,
2018/1/20,,是,星期六、星期日,
2018/1/21,,是,星期六、星期日,
2018/1/27,,是,星期六、星期日,
2018/1/28,,是,星期六、星期日,
2018/2/3,,是,星期六、星期日,
2018/2/4,,是,星期六、星期日,
2018/2/10,,是,星期六、星期日,
2018/2/11,,是,星期六、星期日,
2018/2/15,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/2/16,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018/2/17,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018/2/18,春節,是,放假之紀念日及節日,全國各機關學校於二月十六日至二月十八日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十九日及二月二十日各補假一日。
2018/2/19,,是,補假,
2018/2/20,,是,補假,
2018/2/24,,是,星期六、星期日,
2018/2/25,,是,星期六、星期日,
2018/2/28,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/3/3,,是,星期六、星期日,
2018/3/4,,是,星期六、星期日,
2018/3/10,,是,星期六、星期日,
2018/3/11,,是,星期六、星期日,
2018/3/17,,是,星期六、星期日,
2018/3/18,,是,星期六、星期日,
2018/3/24,,是,星期六、星期日,
2018/3/25,,是,星期六、星期日,
2018/3/31,,否,補行上班日,
2018/4/1,,是,星期六、星期日,
2018/4/4,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/4/5,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整四月六日為放假日，並於三月三十一日補行上班一日。
2018/4/6,,是,調整放假日,
2018/4/7,,是,星期六、星期日,
2018/4/8,,是,星期六、星期日,
2018/4/14,,是,星期六、星期日,
2018/4/15,,是,星期六、星期日,
2018/4/21,,是,星期六、星期日,
2018/4/22,,是,星期六、星期日,
2018/4/28,,是,星期六、星期日,
2018/4/29,,是,星期六、星期日,
2018/5/1,勞動節,否,特定節日,勞工放假一日。
2018/5/5,,是,星期六、星期日,
2018/5/6,,是,星期六、星期日,
2018/5/12,,是,星期六、星期日,
2018/5/13,,是,星期六、星期日,
2018/5/19,,是,星期六、星期日,
2018/5/20,,是,星期六、星期日,
2018/5/26,,是,星期六、星期日,
2018/5/27,,是,星期六、星期日,
2018/6/2,,是,星期六、星期日,
2018/6/3,,是,星期六、星期日,
2018/6/9,,是,星期六、星期日,
2018/6/10,,是,星期六、星期日,
2018/6/16,,是,星期六、星期日,
2018/6/17,,是,星期六、星期日,
2018/6/18,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/6/23,,是,星期六、星期日,
2018/6/24,,是,星期六、星期日,
2018/6/30,,是,星期六、星期日,
2018/7/1,,是,星期六、星期日,
2018/7/7,,是,星期六、星期日,
2018/7/8,,是,星期六、星期日,
2018/7/14,,是,星期六、星期日,
2018/7/15,,是,星期六、星期日,
2018/7/21,,是,星期六、星期日,
2018/7/22,,是,星期六、星期日,
2018/7/28,,是,星期六、星期日,
2018/7/29,,是,星期六、星期日,
2018/8/4,,是,星期六、星期日,
2018/8/5,,是,星期六、星期日,
2018/8/11,,是,星期六、星期日,
2018/8/12,,是,星期六、星期日,
2018/8/18,,是,星期六、星期日,
2018/8/19,,是,星期六、星期日,
2018/8/25,,是,星期六、星期日,
2018/8/26,,是,星期六、星期日,
2018/9/1,,是,星期六、星期日,
2018/9/2,,是,星期六、星期日,
2018/9/3,軍人節,否,特定節日,軍人依國防部規定辦理。
2018/9/8,,是,星期六、星期日,
2018/9/9,,是,星期六、星期日,
2018/9/15,,是,星期六、星期日,
2018/9/16,,是,星期六、星期日,
2018/9/22,,是,星期六、星期日,
2018/9/23,,是,星期六、星期日,
2018/9/24,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/9/29,,是,星期六、星期日,
2018/9/30,,是,星期六、星期日,
2018/10/6,,是,星期六、星期日,
2018/10/7,,是,星期六、星期日,
2018/10/10,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
2018/10/13,,是,星期六、星期日,
2018/10/14,,是,星期六、星期日,
2018/10/20,,是,星期六、星期日,
2018/10/21,,是,星期六、星期日,
2018/10/27,,是,星期六、星期日,
2018/10/28,,是,星期六、星期日,
2018/11/3,,是,星期六、星期日,
2018/11/4,,是,星期六、星期日,
2018/11/10,,是,星期六、星期日,
2018/11/11,,是,星期六、星期日,
2018/11/17,,是,星期六、星期日,
2018/11/18,,是,星期六、星期日,
2018/11/24,,是,星期六、星期日,
2018/11/25,,是,星期六、星期日,
2018/12/1,,是,星期六、星期日,
2018/12/2,,是,星期六、星期日,
2018/12/8,,是,星期六、星期日,
2018/12/9,,是,星期六、星期日,
2018/12/15,,是,星期六、星期日,
2018/12/16,,是,星期六、星期日,
2018/12/22,,否,補行上班日,
2018/12/23,,是,星期六、星期日,
2018/12/29,,是,星期六、星期日,
2018/12/30,,是,星期六、星期日,
2018/12/31,,是,調整放假日,
2019/1/1,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/1/5,,是,星期六、星期日,
2019/1/6,,是,星期六、星期日,
2019/1/12,,是,星期六、星期日,
2019/1/13,,是,星期六、星期日,
2019/1/19,,否,補行上班日,
2019/1/20,,是,星期六、星期日,
2019/1/26,,是,星期六、星期日,
2019/1/27,,是,星期六、星期日,
2019/2/2,,是,星期六、星期日,
2019/2/3,,是,星期六、星期日,
2019/2/4,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/2/5,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019/2/6,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019/2/7,春節,是,放假之紀念日及節日,全國各機關學校於二月五日至二月七日放假三日，其中二月七日適逢星期四，調整二月八日為放假日，並於一月十九日補行上班一日。
2019/2/8,,是,調整放假日,
2019/2/9,,是,星期六、星期日,
2019/2/10,,是,星期六、星期日,
2019/2/16,,是,星期六、星期日,
2019/2/17,,是,星期六、星期日,
2019/2/23,,否,補行上班日,
2019/2/24,,是,星期六、星期日,
2019/2/28,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整三月一日為放假日，並於二月二十三日補行上班一日。
2019/3/1,,是,調整放假日,
2019/3/2,,是,星期六、星期日,
2019/3/3,,是,星期六、星期日,
2019/3/9,,是,星期六、星期日,
2019/3/10,,是,星期六、星期日,
2019/3/16,,是,星期六、星期日,
2019/3/17,,是,星期六、星期日,
2019/3/23,,是,星期六、星期日,
2019/3/24,,是,星期六、星期日,
2019/3/30,,是,星期六、星期日,
2019/3/31,,是,星期六、星期日,
2019/4/4,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/4/5,民族掃墓節（清明節）,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/4/6,,是,星期六、星期日,
2019/4/7,,是,星期六、星期日,
2019/4/13,,是,星期六、星期日,
2019/4/14,,是,星期六、星期日,
2019/4/20,,是,星期六、星期日,
2019/4/21,,是,星期六、星期日,
2019/4/27,,是,星期六、星期日,
2019/4/28,,是,星期六、星期日,
2019/5/1,勞動節,否,特定節日,勞工放假一日。
2019/5/4,,是,星期六、星期日,
2019/5/5,,是,星期六、星期日,
2019/5/11,,是,星期六、星期日,
2019/5/12,,是,星期六、星期日,
2019/5/18,,是,星期六、星期日,
2019/5/19,,是,星期六、星期日,
2019/5/25,,是,星期六、星期日,
2019/5/26,,是,星期六、星期日,
2019/6/1,,是,星期六、星期日,
2019/6/2,,是,星期六、星期日,
2019/6/7,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/6/8,,是,星期六、星期日,
2019/6/9,,是,星期六、星期日,
2019/6/15,,是,星期六、星期日,
2019/6/16,,是,星期六、星期日,
2019/6/22,,是,星期六、星期日,
2019/6/23,,是,星期六、星期日,
2019/6/29,,是,星期六、星期日,
2019/6/30,,是,星期六、星期日,
2019/7/6,,是,星期六、星期日,
2019/7/7,,是,星期六、星期日,
2019/7/13,,是,星期六、星期日,
2019/7/14,,是,星期六、星期日,
2019/7/20,,是,星期六、星期日,
2019/7/21,,是,星期六、星期日,
2019/7/27,,是,星期六、星期日,
2019/7/28,,是,星期六、星期日,
2019/8/3,,是,星期六、星期日,
2019/8/4,,是,星期六、星期日,
2019/8/10,,是,星期六、星期日,
2019/8/11,,是,星期六、星期日,
2019/8/17,,是,星期六、星期日,
2019/8/18,,是,星期六、星期日,
2019/8/24,,是,星期六、星期日,
2019/8/25,,是,星期六、星期日,
2019/8/31,,是,星期六、星期日,
2019/9/1,,是,星期六、星期日,
2019/9/3,軍人節,否,特定節日,軍人依國防部規定辦理。
2019/9/7,,是,星期六、星期日,
2019/9/8,,是,星期六、星期日,
2019/9/13,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
2019/9/14,,是,星期六、星期日,
2019/9/15,,是,星期六、星期日,
2019/9/21,,是,星期六、星期日,
2019/9/22,,是,星期六、星期日,
2019/9/28,,是,星期六、星期日,
2019/9/29,,是,星期六、星期日,
2019/10/5,,否,補行上班日,
2019/10/6,,是,星期六、星期日,
2019/10/10,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整十月十一日為放假日，並於十月五日補行上班一日。
2019/10/11,,是,調整放假日,
2019/10/12,,是,星期六、星期日,
2019/10/13,,是,星期六、星期日,
2019/10/19,,是,星期六、星期日,
2019/10/20,,是,星期六、星期日,
2019/10/26,,是,星期六、星期日,
2019/10/27,,是,星期六、星期日,
2019/11/2,,是,星期六、星期日,
2019/11/3,,是,星期六、星期日,
2019/11/9,,是,星期六、星期日,
2019/11/10,,是,星期六、星期日,
2019/11/16,,是,星期六、星期日,
2019/11/17,,是,星期六、星期日,
2019/11/23,,是,星期六、星期日,
2019/11/24,,是,星期六、星期日,
2019/11/30,,是,星期六、星期日,
2019/12/1,,是,星期六、星期日,
2019/12/7,,是,星期六、星期日,
2019/12/8,,是,星期六、星期日,
2019/12/14,,是,星期六、星期日,
2019/12/15,,是,星期六、星期日,
2019/12/21,,是,星期六、星期日,
2019/12/22,,是,星期六、星期日,
2019/12/28,,是,星期六、星期日,
2019/12/29,,是,星期六、星期日,
2020/1/1,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2020/1/4,,是,星期六、星期日,
2020/1/5,,是,星期六、星期日,
2020/1/11,,是,星期六、星期日,
2020/1/12,,是,星期六、星期日,
2020/1/18,,是,星期六、星期日,
2020/1/19,,是,星期六、星期日,
2020/1/23,,是,調整放假日,
2020/1/24,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，前一日(一月二十三日)功能性調整放假，並於二月十五日補行上班一日。
2020/1/25,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
2020/1/26,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
2020/1/27,春節,是,放假之紀念日及節日,全國各機關學校於一月二十五日至一月二十七日放假三日，其中春節初一、初二適逢星期六、日，分別於一月二十八日及一月二十九日各補假一日。
2020/1/28,,是,補假,
2020/1/29,,是,補假,
2020/2/1,,是,星期六、星期日,
2020/2/2,,是,星期六、星期日,
2020/2/8,,是,星期六、星期日,
2020/2/9,,是,星期六、星期日,
2020/2/15,,否,補行上班日,
2020/2/16,,是,星期六、星期日,
2020/2/22,,是,星期六、星期日,
2020/2/23,,是,星期六、星期日,
2020/2/28,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2020/2/29,,是,星期六、星期日,
2020/3/1,,是,星期六、星期日,
2020/3/7,,是,星期六、星期日,
2020/3/8,,是,星期六、星期日,
2020/3/14,,是,星期六、星期日,
2020/3/15,,是,星期六、星期日,
2020/3/21,,是,星期六、星期日,
2020/3/22,,是,星期六、星期日,
2020/3/28,,是,星期六、星期日,
2020/3/29,,是,星期六、星期日,
2020/4/2,,是,補假,
2020/4/3,,是,放假之紀念日及節日,
2020/4/4,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日且逢星期六，於四月二日補假一日、四月三日放假一日。
2020/4/5,,是,星期六、星期日,
2020/4/11,,是,星期六、星期日,
2020/4/12,,是,星期六、星期日,
2020/4/18,,是,星期六、星期日,
2020/4/19,,是,星期六、星期日,
2020/4/25,,是,星期六、星期日,
2020/4/26,,是,星期六、星期日,
2020/5/1,勞動節,否,特定節日,勞工放假一日。
2020/5/2,,是,星期六、星期日,
2020/5/3,,是,星期六、星期日,
2020/5/9,,是,星期六、星期日,
2020/5/10,,是,星期六、星期日,
2020/5/16,,是,星期六、星期日,
2020/5/17,,是,星期六、星期日,
2020/5/23,,是,星期六、星期日,
2020/5/24,,是,星期六、星期日,
2020/5/30,,是,星期六、星期日,
2020/5/31,,是,星期六、星期日,
2020/6/6,,是,星期六、星期日,
2020/6/7,,是,星期六、星期日,
2020/6/13,,是,星期六、星期日,
2020/6/14,,是,星期六、星期日,
2020/6/20,,否,補行上班日,
2020/6/21,,是,星期六、星期日,
2020/6/25,端午節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整六月二十六日為放假日，並於六月二十日補行上班一日。
2020/6/26,,是,調整放假日,
2020/6/27,,是,星期六、星期日,
2020/6/28,,是,星期六、星期日,
2020/7/4,,是,星期六、星期日,
2020/7/5,,是,星期六、星期日,
2020/7/11,,是,星期六、星期日,
2020/7/12,,是,星期六、星期日,
2020/7/18,,是,星期六、星期日,
2020/7/19,,是,星期六、星期日,
2020/7/25,,是,星期六、星期日,
2020/7/26,,是,星期六、星期日,
2020/8/1,,是,星期六、星期日,
2020/8/2,,是,星期六、星期日,
2020/8/8,,是,星期六、星期日,
2020/8/9,,是,星期六、星期日,
2020/8/15,,是,星期六、星期日,
2020/8/16,,是,星期六、星期日,
2020/8/22,,是,星期六、星期日,
2020/8/23,,是,星期六、星期日,
2020/8/29,,是,星期六、星期日,
2020/8/30,,是,星期六、星期日,
2020/9/3,軍人節,否,特定節日,軍人依國防部規定辦理。
2020/9/5,,是,星期六、星期日,
2020/9/6,,是,星期六、星期日,
2020/9/12,,是,星期六、星期日,
2020/9/13,,是,星期六、星期日,
2020/9/19,,是,星期六、星期日,
2020/9/20,,是,星期六、星期日,
2020/9/26,,否,補行上班日,
2020/9/27,,是,星期六、星期日,
2020/10/1,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期四，調整十月二日為放假日，並於九月二十六日補行上班一日。
2020/10/2,,是,調整放假日,
2020/10/3,,是,星期六、星期日,
2020/10/4,,是,星期六、星期日,
2020/10/9,,是,補假,
2020/10/10,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於十月九日補假一日。
2020/10/11,,是,星期六、星期日,
2020/10/17,,是,星期六、星期日,
2020/10/18,,是,星期六、星期日,
2020/10/24,,是,星期六、星期日,
2020/10/25,,是,星期六、星期日,
2020/10/31,,是,星期六、星期日,
2020/11/1,,是,星期六、星期日,
2020/11/7,,是,星期六、星期日,
2020/11/8,,是,星期六、星期日,
2020/11/14,,是,星期六、星期日,
2020/11/15,,是,星期六、星期日,
2020/11/21,,是,星期六、星期日,
2020/11/22,,是,星期六、星期日,
2020/11/28,,是,星期六、星期日,
2020/11/29,,是,星期六、星期日,
2020/12/5,,是,星期六、星期日,
2020/12/6,,是,星期六、星期日,
2020/12/12,,是,星期六、星期日,
2020/12/13,,是,星期六、星期日,
2020/12/19,,是,星期六、星期日,
2020/12/20,,是,星期六、星期日,
2020/12/26,,是,星期六、星期日,
2020/12/27,,是,星期六、星期日,
2021/1/1,中華民國開國紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2021/1/2,,是,星期六、星期日,
2021/1/3,,是,星期六、星期日,
2021/1/9,,是,星期六、星期日,
2021/1/10,,是,星期六、星期日,
2021/1/16,,是,星期六、星期日,
2021/1/17,,是,星期六、星期日,
2021/1/23,,是,星期六、星期日,
2021/1/24,,是,星期六、星期日,
2021/1/30,,是,星期六、星期日,
2021/1/31,,是,星期六、星期日,
2021/2/6,,是,星期六、星期日,
2021/2/7,,是,星期六、星期日,
2021/2/10,,是,調整放假日,調整二月十日為放假日，並於二月二十日補行上班一日。
2021/2/11,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，前一日(二月十日)功能性調整放假。
2021/2/12,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2021/2/13,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2021/2/14,春節,是,放假之紀念日及節日,全國各機關學校於二月十二日至二月十四日放假三日，其中春節初二、初三適逢星期六、日，分別於二月十五日及二月十六日各補假一日。
2021/2/15,,是,補假,
2021/2/16,,是,補假,
2021/2/20,,否,補行上班日,
2021/2/21,,是,星期六、星期日,
2021/2/27,,是,星期六、星期日,
2021/2/28,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於三月一日補假一日。
2021/3/1,,是,補假,
2021/3/6,,是,星期六、星期日,
2021/3/7,,是,星期六、星期日,
2021/3/13,,是,星期六、星期日,
2021/3/14,,是,星期六、星期日,
2021/3/20,,是,星期六、星期日,
2021/3/21,,是,星期六、星期日,
2021/3/27,,是,星期六、星期日,
2021/3/28,,是,星期六、星期日,
2021/4/2,,是,補假,
2021/4/3,,是,星期六、星期日,
2021/4/4,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日且逢星期日，分別於四月二日及四月五日各補假一日。
2021/4/5,,是,補假,
2021/4/10,,是,星期六、星期日,
2021/4/11,,是,星期六、星期日,
2021/4/17,,是,星期六、星期日,
2021/4/18,,是,星期六、星期日,
2021/4/24,,是,星期六、星期日,
2021/4/25,,是,星期六、星期日,
2021/5/1,,是,星期六、星期日,
2021/5/2,,是,星期六、星期日,
2021/5/8,,是,星期六、星期日,
2021/5/9,,是,星期六、星期日,
2021/5/15,,是,星期六、星期日,
2021/5/16,,是,星期六、星期日,
2021/5/22,,是,星期六、星期日,
2021/5/23,,是,星期六、星期日,
2021/5/29,,是,星期六、星期日,
2021/5/30,,是,星期六、星期日,
2021/6/5,,是,星期六、星期日,
2021/6/6,,是,星期六、星期日,
2021/6/12,,是,星期六、星期日,
2021/6/13,,是,星期六、星期日,
2021/6/14,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
2021/6/19,,是,星期六、星期日,
2021/6/20,,是,星期六、星期日,
2021/6/26,,是,星期六、星期日,
2021/6/27,,是,星期六、星期日,
2021/7/3,,是,星期六、星期日,
2021/7/4,,是,星期六、星期日,
2021/7/10,,是,星期六、星期日,
2021/7/11,,是,星期六、星期日,
2021/7/17,,是,星期六、星期日,
2021/7/18,,是,星期六、星期日,
2021/7/24,,是,星期六、星期日,
2021/7/25,,是,星期六、星期日,
2021/7/31,,是,星期六、星期日,
2021/8/1,,是,星期六、星期日,
2021/8/7,,是,星期六、星期日,
2021/8/8,,是,星期六、星期日,
2021/8/14,,是,星期六、星期日,
2021/8/15,,是,星期六、星期日,
2021/8/21,,是,星期六、星期日,
2021/8/22,,是,星期六、星期日,
2021/8/28,,是,星期六、星期日,
2021/8/29,,是,星期六、星期日,
2021/9/3,軍人節,否,特定節日,軍人依國防部規定辦理。
2021/9/4,,是,星期六、星期日,
2021/9/5,,是,星期六、星期日,
2021/9/11,,否,補行上班日,
2021/9/12,,是,星期六、星期日,
2021/9/18,,是,星期六、星期日,
2021/9/19,,是,星期六、星期日,
2021/9/20,,是,調整放假日,
2021/9/21,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期二，調整九月二十日為放假日，並於九月十一日補行上班一日。
2021/9/25,,是,星期六、星期日,
2021/9/26,,是,星期六、星期日,
2021/10/2,,是,星期六、星期日,
2021/10/3,,是,星期六、星期日,
2021/10/9,,是,星期六、星期日,
2021/10/10,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期日，於十月十一日補假一日。
2021/10/11,,是,補假,
2021/10/16,,是,星期六、星期日,
2021/10/17,,是,星期六、星期日,
2021/10/23,,是,星期六、星期日,
2021/10/24,,是,星期六、星期日,
2021/10/30,,是,星期六、星期日,
2021/10/31,,是,星期六、星期日,
2021/11/6,,是,星期六、星期日,
2021/11/7,,是,星期六、星期日,
2021/11/13,,是,星期六、星期日,
2021/11/14,,是,星期六、星期日,
2021/11/20,,是,星期六、星期日,
2021/11/21,,是,星期六、星期日,
2021/11/27,,是,星期六、星期日,
2021/11/28,,是,星期六、星期日,
2021/12/4,,是,星期六、星期日,
2021/12/5,,是,星期六、星期日,
2021/12/11,,是,星期六、星期日,
2021/12/12,,是,星期六、星期日,
2021/12/18,,是,星期六、星期日,
2021/12/19,,是,星期六、星期日,
2021/12/25,,是,星期六、星期日,
2021/12/26,,是,星期六、星期日,
2021/12/31,,是,補假,111年開國紀念日(一月一日)適逢星期六，於十二月三十一日補假。
2022/1/1,開國紀念日,是,星期六、星期日,全國各機關學校放假一日。
2022/1/2,,是,星期六、星期日,
2022/1/8,,是,星期六、星期日,
2022/1/9,,是,星期六、星期日,
2022/1/15,,是,星期六、星期日,
2022/1/16,,是,星期六、星期日,
2022/1/22,,否,補行上班日,
2022/1/23,,是,星期六、星期日,
2022/1/29,,是,星期六、星期日,
2022/1/30,,是,星期六、星期日,
2022/1/31,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日
2022/2/1,春節,是,放假之紀念日及節日,全國各機關學校於二月一日至二月三日放假三日，後一日(二月四日)功能性調整放假，並於一月二十二日補行上班一日。
2022/2/2,春節,是,放假之紀念日及節日,全國各機關學校於二月一日至二月三日放假三日，後一日(二月四日)功能性調整放假，並於一月二十二日補行上班一日。
2022/2/3,春節,是,放假之紀念日及節日,全國各機關學校於二月一日至二月三日放假三日，後一日(二月四日)功能性調整放假，並於一月二十二日補行上班一日。
2022/2/4,,是,調整放假日,
2022/2/5,,是,星期六、星期日,
2022/2/6,,是,星期六、星期日,
2022/2/12,,是,星期六、星期日,
2022/2/13,,是,星期六、星期日,
2022/2/19,,是,星期六、星期日,
2022/2/20,,是,星期六、星期日,
2022/2/26,,是,星期六、星期日,
2022/2/27,,是,星期六、星期日,
2022/2/28,和平紀念日,是,放假之紀念日及節日,全國各機關學校放假一日。
2022/3/5,,是,星期六、星期日,
2022/3/6,,是,星期六、星期日,
2022/3/12,,是,星期六、星期日,
2022/3/13,,是,星期六、星期日,
2022/3/19,,是,星期六、星期日,
2022/3/20,,是,星期六、星期日,
2022/3/26,,是,星期六、星期日,
2022/3/27,,是,星期六、星期日,
2022/4/2,,是,星期六、星期日,
2022/4/3,,是,星期六、星期日,
2022/4/4,兒童節,是,放假之紀念日及節日,全國各機關學校放假一日。
2022/4/5,民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日。
2022/4/9,,是,星期六、星期日,
2022/4/10,,是,星期六、星期日,
2022/4/16,,是,星期六、星期日,
2022/4/17,,是,星期六、星期日,
2022/4/23,,是,星期六、星期日,
2022/4/24,,是,星期六、星期日,
2022/4/30,,是,星期六、星期日,
2022/5/1,勞動節,是,星期六、星期日,
2022/5/7,,是,星期六、星期日,
2022/5/8,,是,星期六、星期日,
2022/5/14,,是,星期六、星期日,
2022/5/15,,是,星期六、星期日,
2022/5/21,,是,星期六、星期日,
2022/5/22,,是,星期六、星期日,
2022/5/28,,是,星期六、星期日,
2022/5/29,,是,星期六、星期日,
2022/6/3,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
2022/6/4,,是,星期六、星期日,
2022/6/5,,是,星期六、星期日,
2022/6/11,,是,星期六、星期日,
2022/6/12,,是,星期六、星期日,
2022/6/18,,是,星期六、星期日,
2022/6/19,,是,星期六、星期日,
2022/6/25,,是,星期六、星期日,
2022/6/26,,是,星期六、星期日,
2022/7/2,,是,星期六、星期日,
2022/7/3,,是,星期六、星期日,
2022/7/9,,是,星期六、星期日,
2022/7/10,,是,星期六、星期日,
2022/7/16,,是,星期六、星期日,
2022/7/17,,是,星期六、星期日,
2022/7/23,,是,星期六、星期日,
2022/7/24,,是,星期六、星期日,
2022/7/30,,是,星期六、星期日,
2022/7/31,,是,星期六、星期日,
2022/8/6,,是,星期六、星期日,
2022/8/7,,是,星期六、星期日,
2022/8/13,,是,星期六、星期日,
2022/8/14,,是,星期六、星期日,
2022/8/20,,是,星期六、星期日,
2022/8/21,,是,星期六、星期日,
2022/8/27,,是,星期六、星期日,
2022/8/28,,是,星期六、星期日,
2022/9/3,軍人節,是,特定節日,軍人依國防部規定辦理。
2022/9/4,,是,星期六、星期日,
2022/9/9,,是,補假,
2022/9/10,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日，適逢星期六，於九月九日補假一日。
2022/9/11,,是,星期六、星期日,
2022/9/17,,是,星期六、星期日,
2022/9/18,,是,星期六、星期日,
2022/9/24,,是,星期六、星期日,
2022/9/25,,是,星期六、星期日,
2022/10/1,,是,星期六、星期日,
2022/10/2,,是,星期六、星期日,
2022/10/8,,是,星期六、星期日,
2022/10/9,,是,星期六、星期日,
2022/10/10,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
2022/10/15,,是,星期六、星期日,
2022/10/16,,是,星期六、星期日,
2022/10/22,,是,星期六、星期日,
2022/10/23,,是,星期六、星期日,
2022/10/29,,是,星期六、星期日,
2022/10/30,,是,星期六、星期日,
2022/11/5,,是,星期六、星期日,
2022/11/6,,是,星期六、星期日,
2022/11/12,,是,星期六、星期日,
2022/11/13,,是,星期六、星期日,
2022/11/19,,是,星期六、星期日,
2022/11/20,,是,星期六、星期日,
2022/11/26,,是,星期六、星期日,
2022/11/27,,是,星期六、星期日,
2022/12/3,,是,星期六、星期日,
2022/12/4,,是,星期六、星期日,
2022/12/10,,是,星期六、星期日,
2022/12/11,,是,星期六、星期日,
2022/12/17,,是,星期六、星期日,
2022/12/18,,是,星期六、星期日,
2022/12/24,,是,星期六、星期日,
2022/12/25,,是,星期六、星期日,
2022/12/31,,是,星期六、星期日,
2023/1/1,,是,放假之紀念日及節日,全國各機關學校放假一日。
2023/1/2,,是,補假,112年開國紀念日(一月一日)適逢星期日，於一月二日補假。
2023/1/7,,否,補行上班日,
2023/1/8,,是,星期六、星期日,
2023/1/14,,是,星期六、星期日,
2023/1/15,,是,星期六、星期日,
2023/1/20,,是,調整放假日,全國各機關學校於一月二十日至一月二十七日放假八日，一月二十日功能性調整放假，並於一月七日補行上班一日。
2023/1/21,農曆除夕,是,放假之紀念日及節日,
2023/1/22,春節,是,放假之紀念日及節日,
2023/1/23,春節,是,放假之紀念日及節日,
2023/1/24,春節,是,放假之紀念日及節日,
2023/1/25,春節,是,放假之紀念日及節日,
2023/1/26,春節,是,放假之紀念日及節日,
2023/1/27,春節,是,調整放假日,全國各機關學校於一月二十日至一月二十七日放假八日，一月二十七日功能性調整放假，並於二月四日補行上班一日。
2023/1/28,,是,星期六、星期日,
