GantryFrom,Time,Rains,交通量
01F0584N,15:30,0,2404
01F0584N,15:30,1,4225
01F0584N,15:35,0,2388
01F0584N,15:35,1,4109
01F0584N,15:40,0,2370
01F0584N,15:40,1,4210
01F0584N,15:45,0,2414
01F0584N,15:45,1,4274
01F0584N,15:50,0,2448
01F0584N,15:50,1,4137
01F0584N,15:55,0,2471
01F0584N,15:55,1,4188
01F0584N,16:00,0,2431
01F0584N,16:00,1,4016
01F0584N,16:05,0,2457
01F0584N,16:05,1,4206
01F0584N,16:10,0,2427
01F0584N,16:10,1,4308
01F0584N,16:15,0,2456
01F0584N,16:15,1,4432
01F0584N,16:20,0,2413
01F0584N,16:20,1,4306
01F0584N,16:25,0,2469
01F0584N,16:25,1,4271
01F0584N,16:30,0,2579
01F0584N,16:30,1,4532
01F0584N,16:35,0,2463
01F0584N,16:35,1,4392
01F0584N,16:40,0,2513
01F0584N,16:40,1,4424
01F0584N,16:45,0,2461
01F0584N,16:45,1,4366
01F0584N,16:50,0,2434
01F0584N,16:50,1,4462
01F0584N,16:55,0,2451
01F0584N,16:55,1,4605
01F0584N,17:00,0,2399
01F0584N,17:00,1,4386
01F0584N,17:05,0,2367
01F0584N,17:05,1,4541
01F0584N,17:10,0,2348
01F0584N,17:10,1,4486
01F0584N,17:15,0,2370
01F0584N,17:15,1,4475
01F0584N,17:20,0,2468
01F0584N,17:20,1,4422
01F0584N,17:25,0,2337
01F0584N,17:25,1,4222
01F0584N,17:30,0,2261
01F0584N,17:30,1,4210
01F0584N,17:35,0,2108
01F0584N,17:35,1,4344
01F0584N,17:40,0,2372
01F0584N,17:40,1,4439
01F0584N,17:45,0,2421
01F0584N,17:45,1,4284
01F0584N,17:50,0,2448
01F0584N,17:50,1,4302
01F0584N,17:55,0,2484
01F0584N,17:55,1,4112
01F0584N,18:00,0,2365
01F0584N,18:00,1,4225
01F0584N,18:05,0,2290
01F0584N,18:05,1,4091
01F0584N,18:10,0,2226
01F0584N,18:10,1,3821
01F0584N,18:15,0,2324
01F0584N,18:15,1,3801
01F0584N,18:20,0,2173
01F0584N,18:20,1,3772
01F0584N,18:25,0,2205
01F0584N,18:25,1,3910
01F0584N,18:30,0,2233
01F0584N,18:30,1,3763
01F0584N,18:35,0,2103
01F0584N,18:35,1,3614
01F0584N,18:40,0,2108
01F0584N,18:40,1,3554
01F0584N,18:45,0,2143
01F0584N,18:45,1,3564
01F0584N,18:50,0,1954
01F0584N,18:50,1,3522
01F0584N,18:55,0,2067
01F0584N,18:55,1,3461
01F0584N,19:00,0,1880
01F0584N,19:00,1,3489
01F0584N,19:05,0,1966
01F0584N,19:05,1,3213
01F0584N,19:10,0,1944
01F0584N,19:10,1,3176
01F0584N,19:15,0,2029
01F0584N,19:15,1,3272
01F0584N,19:20,0,1970
01F0584N,19:20,1,3445
01F0584N,19:25,0,1949
01F0584N,19:25,1,3268
01F0584N,19:30,0,2046
01F0584N,19:30,1,3348
01F0584N,19:35,0,1924
01F0584N,19:35,1,3217
01F0584N,19:40,0,1965
01F0584N,19:40,1,3096
01F0584N,19:45,0,1872
01F0584N,19:45,1,3133
01F0584N,19:50,0,1868
01F0584N,19:50,1,3119
01F0584N,19:55,0,1840
01F0584N,19:55,1,3089
01F0584N,20:00,0,1891
01F0584N,20:00,1,3016
01F0584N,20:05,0,1783
01F0584N,20:05,1,3054
01F0584N,20:10,0,1732
01F0584N,20:10,1,3027
01F0584N,20:15,0,1729
01F0584N,20:15,1,2981
01F0584N,20:20,0,1745
01F0584N,20:20,1,3071
01F0584N,20:25,0,1749
01F0584N,20:25,1,3082
01F0584N,20:30,0,1701
01F0584N,20:30,1,2891
01F0584N,20:35,0,1617
01F0584N,20:35,1,2801
01F0584N,20:40,0,1600
01F0584N,20:40,1,2940
01F0584N,20:45,0,1711
01F0584N,20:45,1,2860
01F0584N,20:50,0,1662
01F0584N,20:50,1,2935
01F0584N,20:55,0,1743
01F0584N,20:55,1,2819
01F0584N,21:00,0,1592
01F0584N,21:00,1,2700
01F0584N,21:05,0,1585
01F0584N,21:05,1,2679
01F0584N,21:10,0,1698
01F0584N,21:10,1,2784
01F0584N,21:15,0,1653
01F0584N,21:15,1,2783
01F0584N,21:20,0,1567
01F0584N,21:20,1,2756
01F0584N,21:25,0,1559
01F0584N,21:25,1,2722
01F0584N,21:30,0,1573
01F0584N,21:30,1,2594
01F0584N,21:35,0,1538
01F0584N,21:35,1,2412
01F0584N,21:40,0,1440
01F0584N,21:40,1,2617
01F0584N,21:45,0,1443
01F0584N,21:45,1,2407
01F0584N,21:50,0,1422
01F0584N,21:50,1,2445
01F0584N,21:55,0,1481
01F0584N,21:55,1,2321
01F0584N,22:00,0,1340
01F0584N,22:00,1,2277
01F0584N,22:05,0,1361
01F0584N,22:05,1,2187
01F0584N,22:10,0,1375
01F0584N,22:10,1,2286
01F0584N,22:15,0,1330
01F0584N,22:15,1,2073
01F0584N,22:20,0,1262
01F0584N,22:20,1,2129
01F0584N,22:25,0,1162
01F0584N,22:25,1,1990
01F0584N,22:30,0,1176
01F0584N,22:30,1,1866
01F0584N,22:35,0,1181
01F0584N,22:35,1,1852
01F0584N,22:40,0,1012
01F0584N,22:40,1,1846
01F0584N,22:45,0,1057
01F0584N,22:45,1,1725
01F0584N,22:50,0,1041
01F0584N,22:50,1,1755
01F0584N,22:55,0,1064
01F0584N,22:55,1,1546
01F0584N,23:00,0,1075
01F0584N,23:00,1,1462
01F0584N,23:05,0,991
01F0584N,23:05,1,1563
01F0584N,23:10,0,973
01F0584N,23:10,1,1584
01F0584N,23:15,0,974
01F0584N,23:15,1,1507
01F0584N,23:20,0,944
01F0584N,23:20,1,1514
01F0584N,23:25,0,876
01F0584N,23:25,1,1447
01F0584N,23:30,0,910
01F0584N,23:30,1,1386
01F0584N,23:35,0,822
01F0584N,23:35,1,1328
01F0584N,23:40,0,840
01F0584N,23:40,1,1325
01F0584N,23:45,0,781
01F0584N,23:45,1,1223
01F0584N,23:50,0,752
01F0584N,23:50,1,1298
01F0584N,23:55,0,740
01F0584N,23:55,1,1164
01F0633N,00:00,0,610
01F0633N,00:00,1,1260
01F0633N,00:05,0,579
01F0633N,00:05,1,1201
01F0633N,00:10,0,570
01F0633N,00:10,1,1140
01F0633N,00:15,0,591
01F0633N,00:15,1,1113
01F0633N,00:20,0,577
01F0633N,00:20,1,1046
01F0633N,00:25,0,552
01F0633N,00:25,1,1045
01F0633N,00:30,0,542
01F0633N,00:30,1,997
01F0633N,00:35,0,518
01F0633N,00:35,1,963
01F0633N,00:40,0,544
01F0633N,00:40,1,893
01F0633N,00:45,0,503
01F0633N,00:45,1,926
01F0633N,00:50,0,503
01F0633N,00:50,1,900
01F0633N,00:55,0,452
01F0633N,00:55,1,833
01F0633N,01:00,0,477
01F0633N,01:00,1,805
01F0633N,01:05,0,458
01F0633N,01:05,1,760
01F0633N,01:10,0,472
01F0633N,01:10,1,774
01F0633N,01:15,0,438
01F0633N,01:15,1,773
01F0633N,01:20,0,405
01F0633N,01:20,1,710
01F0633N,01:25,0,391
01F0633N,01:25,1,729
01F0633N,01:30,0,395
01F0633N,01:30,1,681
01F0633N,01:35,0,376
01F0633N,01:35,1,673
01F0633N,01:40,0,359
01F0633N,01:40,1,652
01F0633N,01:45,0,433
01F0633N,01:45,1,623
01F0633N,01:50,0,384
01F0633N,01:50,1,664
01F0633N,01:55,0,386
01F0633N,01:55,1,622
01F0633N,02:00,0,394
01F0633N,02:00,1,627
01F0633N,02:05,0,325
01F0633N,02:05,1,608
01F0633N,02:10,0,392
01F0633N,02:10,1,602
01F0633N,02:15,0,332
01F0633N,02:15,1,653
01F0633N,02:20,0,348
01F0633N,02:20,1,582
01F0633N,02:25,0,329
01F0633N,02:25,1,625
01F0633N,02:30,0,327
01F0633N,02:30,1,597
01F0633N,02:35,0,371
01F0633N,02:35,1,631
01F0633N,02:40,0,307
01F0633N,02:40,1,558
01F0633N,02:45,0,349
01F0633N,02:45,1,582
01F0633N,02:50,0,380
01F0633N,02:50,1,616
01F0633N,02:55,0,382
01F0633N,02:55,1,607
01F0633N,03:00,0,338
01F0633N,03:00,1,590
01F0633N,03:05,0,355
01F0633N,03:05,1,588
01F0633N,03:10,0,406
01F0633N,03:10,1,626
01F0633N,03:15,0,384
01F0633N,03:15,1,629
01F0633N,03:20,0,396
01F0633N,03:20,1,639
01F0633N,03:25,0,402
01F0633N,03:25,1,606
01F0633N,03:30,0,375
01F0633N,03:30,1,652
01F0633N,03:35,0,419
01F0633N,03:35,1,720
01F0633N,03:40,0,467
01F0633N,03:40,1,719
01F0633N,03:45,0,466
01F0633N,03:45,1,708
01F0633N,03:50,0,435
01F0633N,03:50,1,757
01F0633N,03:55,0,460
01F0633N,03:55,1,791
01F0633N,04:00,0,464
01F0633N,04:00,1,781
01F0633N,04:05,0,460
01F0633N,04:05,1,827
01F0633N,04:10,0,550
01F0633N,04:10,1,782
01F0633N,04:15,0,521
01F0633N,04:15,1,939
01F0633N,04:20,0,582
01F0633N,04:20,1,929
01F0633N,04:25,0,546
01F0633N,04:25,1,910
01F0633N,04:30,0,549
01F0633N,04:30,1,976
01F0633N,04:35,0,588
01F0633N,04:35,1,930
01F0633N,04:40,0,555
01F0633N,04:40,1,999
01F0633N,04:45,0,546
01F0633N,04:45,1,992
01F0633N,04:50,0,605
01F0633N,04:50,1,985
01F0633N,04:55,0,644
01F0633N,04:55,1,1061
01F0633N,05:00,0,676
01F0633N,05:00,1,1069
01F0633N,05:05,0,703
01F0633N,05:05,1,1252
01F0633N,05:10,0,820
01F0633N,05:10,1,1277
01F0633N,05:15,0,847
01F0633N,05:15,1,1411
01F0633N,05:20,0,908
01F0633N,05:20,1,1452
01F0633N,05:25,0,1073
01F0633N,05:25,1,1690
01F0633N,05:30,0,1096
01F0633N,05:30,1,1861
01F0633N,05:35,0,1134
01F0633N,05:35,1,1983
01F0633N,05:40,0,1267
01F0633N,05:40,1,2012
01F0633N,05:45,0,1272
01F0633N,05:45,1,2320
01F0633N,05:50,0,1387
01F0633N,05:50,1,2390
01F0633N,05:55,0,1594
01F0633N,05:55,1,2594
01F0633N,06:00,0,1533
01F0633N,06:00,1,2706
01F0633N,06:05,0,1729
01F0633N,06:05,1,3108
01F0633N,06:10,0,1880
01F0633N,06:10,1,3140
01F0633N,06:15,0,2018
01F0633N,06:15,1,3460
01F0633N,06:20,0,2319
01F0633N,06:20,1,3838
01F0633N,06:25,0,2335
01F0633N,06:25,1,4031
01F0633N,06:30,0,2425
01F0633N,06:30,1,4183
01F0633N,06:35,0,2584
01F0633N,06:35,1,4445
01F0633N,06:40,0,2369
01F0633N,06:40,1,4372
01F0633N,06:45,0,2593
01F0633N,06:45,1,4372
01F0633N,06:50,0,2689
01F0633N,06:50,1,4423
01F0633N,06:55,0,2645
01F0633N,06:55,1,4490
01F0633N,07:00,0,2667
01F0633N,07:00,1,4412
01F0633N,07:05,0,2702
01F0633N,07:05,1,4417
01F0633N,07:10,0,2657
01F0633N,07:10,1,4502
01F0633N,07:15,0,2602
01F0633N,07:15,1,4396
01F0633N,07:20,0,2578
01F0633N,07:20,1,4296
01F0633N,07:25,0,2602
01F0633N,07:25,1,4405
01F0633N,07:30,0,2596
01F0633N,07:30,1,4420
01F0633N,07:35,0,2567
01F0633N,07:35,1,4349
01F0633N,07:40,0,2563
01F0633N,07:40,1,4360
01F0633N,07:45,0,2697
01F0633N,07:45,1,4434
01F0633N,07:50,0,2561
01F0633N,07:50,1,4420
01F0633N,07:55,0,2613
01F0633N,07:55,1,4363
01F0633N,08:00,0,2556
01F0633N,08:00,1,4363
01F0633N,08:05,0,2620
01F0633N,08:05,1,4376
01F0633N,08:10,0,2605
01F0633N,08:10,1,4468
01F0633N,08:15,0,2557
01F0633N,08:15,1,4496
01F0633N,08:20,0,2544
01F0633N,08:20,1,4442
01F0633N,08:25,0,2393
01F0633N,08:25,1,4194
01F0633N,08:30,0,2378
01F0633N,08:30,1,4257
01F0633N,08:35,0,2474
01F0633N,08:35,1,4222
01F0633N,08:40,0,2462
01F0633N,08:40,1,4193
01F0633N,08:45,0,2572
01F0633N,08:45,1,4284
01F0633N,08:50,0,2375
01F0633N,08:50,1,4143
01F0633N,08:55,0,2357
01F0633N,08:55,1,4084
01F0633N,09:00,0,2519
01F0633N,09:00,1,4139
01F0633N,09:05,0,2481
01F0633N,09:05,1,4072
01F0633N,09:10,0,2467
01F0633N,09:10,1,4187
01F0633N,09:15,0,2542
01F0633N,09:15,1,4191
01F0633N,09:20,0,2401
01F0633N,09:20,1,4289
01F0633N,09:25,0,2517
01F0633N,09:25,1,4496
01F0633N,09:30,0,2548
01F0633N,09:30,1,4396
01F0633N,09:35,0,2673
01F0633N,09:35,1,4311
01F0633N,09:40,0,2572
01F0633N,09:40,1,4421
01F0633N,09:45,0,2531
01F0633N,09:45,1,4499
01F0633N,09:50,0,2506
01F0633N,09:50,1,4508
01F0633N,09:55,0,2568
01F0633N,09:55,1,4385
01F0633N,10:00,0,2510
01F0633N,10:00,1,4315
01F0633N,10:05,0,2585
01F0633N,10:05,1,4253
01F0633N,10:10,0,2610
01F0633N,10:10,1,4426
01F0633N,10:15,0,2559
01F0633N,10:15,1,4332
01F0633N,10:20,0,2547
01F0633N,10:20,1,4434
01F0633N,10:25,0,2457
01F0633N,10:25,1,4302
01F0633N,10:30,0,2514
01F0633N,10:30,1,4513
01F0633N,10:35,0,2533
01F0633N,10:35,1,4555
01F0633N,10:40,0,2613
01F0633N,10:40,1,4527
01F0633N,10:45,0,2663
01F0633N,10:45,1,4418
01F0633N,10:50,0,2607
01F0633N,10:50,1,4445
01F0633N,10:55,0,2621
01F0633N,10:55,1,4565
01F0633N,11:00,0,2666
01F0633N,11:00,1,4537
01F0633N,11:05,0,2537
01F0633N,11:05,1,4523
01F0633N,11:10,0,2536
01F0633N,11:10,1,4497
01F0633N,11:15,0,2545
01F0633N,11:15,1,4498
01F0633N,11:20,0,2767
01F0633N,11:20,1,4493
01F0633N,11:25,0,2571
01F0633N,11:25,1,4549
01F0633N,11:30,0,2706
01F0633N,11:30,1,4444
01F0633N,11:35,0,2535
01F0633N,11:35,1,4579
01F0633N,11:40,0,2538
01F0633N,11:40,1,4523
01F0633N,11:45,0,2613
01F0633N,11:45,1,4573
01F0633N,11:50,0,2491
01F0633N,11:50,1,4250
01F0633N,11:55,0,2481
01F0633N,11:55,1,4356
01F0633N,12:00,0,2367
01F0633N,12:00,1,4239
01F0633N,12:05,0,2408
01F0633N,12:05,1,4319
01F0633N,12:10,0,2522
01F0633N,12:10,1,4306
01F0633N,12:15,0,2420
01F0633N,12:15,1,4396
01F0633N,12:20,0,2602
01F0633N,12:20,1,4462
01F0633N,12:25,0,2543
01F0633N,12:25,1,4484
01F0633N,12:30,0,2620
01F0633N,12:30,1,4149
01F0633N,12:35,0,2564
01F0633N,12:35,1,4166
01F0633N,12:40,0,2531
01F0633N,12:40,1,4198
01F0633N,12:45,0,2629
01F0633N,12:45,1,4392
01F0633N,12:50,0,2464
01F0633N,12:50,1,4111
01F0633N,12:55,0,2499
01F0633N,12:55,1,4170
01F0633N,13:00,0,2460
01F0633N,13:00,1,4038
01F0633N,13:05,0,2356
01F0633N,13:05,1,3999
01F0633N,13:10,0,2380
01F0633N,13:10,1,4270
01F0633N,13:15,0,2547
01F0633N,13:15,1,4260
01F0633N,13:20,0,2642
01F0633N,13:20,1,4574
01F0633N,13:25,0,2675
01F0633N,13:25,1,4553
01F0633N,13:30,0,2656
01F0633N,13:30,1,4496
01F0633N,13:35,0,2672
01F0633N,13:35,1,4672
01F0633N,13:40,0,2793
01F0633N,13:40,1,4641
01F0633N,13:45,0,2614
01F0633N,13:45,1,4587
01F0633N,13:50,0,2746
01F0633N,13:50,1,4685
01F0633N,13:55,0,2640
01F0633N,13:55,1,4647
01F0633N,14:00,0,2684
01F0633N,14:00,1,4566
01F0633N,14:05,0,2707
01F0633N,14:05,1,4605
01F0633N,14:10,0,2705
01F0633N,14:10,1,4566
01F0633N,14:15,0,2658
01F0633N,14:15,1,4568
01F0633N,14:20,0,2604
01F0633N,14:20,1,4565
01F0633N,14:25,0,2630
01F0633N,14:25,1,4558
01F0633N,14:30,0,2601
01F0633N,14:30,1,4554
01F0633N,14:35,0,2660
01F0633N,14:35,1,4477
01F0633N,14:40,0,2602
01F0633N,14:40,1,4504
01F0633N,14:45,0,2703
01F0633N,14:45,1,4442
01F0633N,14:50,0,2702
01F0633N,14:50,1,4508
01F0633N,14:55,0,2617
01F0633N,14:55,1,4596
01F0633N,15:00,0,2583
01F0633N,15:00,1,4590
01F0633N,15:05,0,2665
01F0633N,15:05,1,4637
01F0633N,15:10,0,2638
01F0633N,15:10,1,4645
01F0633N,15:15,0,2676
01F0633N,15:15,1,4761
01F0633N,15:20,0,2638
01F0633N,15:20,1,4539
01F0633N,15:25,0,2711
01F0633N,15:25,1,4602
01F0633N,15:30,0,2599
01F0633N,15:30,1,4511
01F0633N,15:35,0,2642
01F0633N,15:35,1,4469
01F0633N,15:40,0,2540
01F0633N,15:40,1,4595
01F0633N,15:45,0,2632
01F0633N,15:45,1,4534
01F0633N,15:50,0,2579
01F0633N,15:50,1,4430
01F0633N,15:55,0,2611
01F0633N,15:55,1,4442
01F0633N,16:00,0,2673
01F0633N,16:00,1,4460
01F0633N,16:05,0,2680
01F0633N,16:05,1,4767
01F0633N,16:10,0,2610
01F0633N,16:10,1,4785
01F0633N,16:15,0,2540
01F0633N,16:15,1,4610
01F0633N,16:20,0,2671
01F0633N,16:20,1,4569
01F0633N,16:25,0,2610
01F0633N,16:25,1,4530
01F0633N,16:30,0,2615
01F0633N,16:30,1,4580
01F0633N,16:35,0,2647
01F0633N,16:35,1,4630
01F0633N,16:40,0,2538
01F0633N,16:40,1,4562
01F0633N,16:45,0,2466
01F0633N,16:45,1,4638
01F0633N,16:50,0,2362
01F0633N,16:50,1,4565
01F0633N,16:55,0,2390
01F0633N,16:55,1,4578
01F0633N,17:00,0,2402
01F0633N,17:00,1,4562
01F0633N,17:05,0,2390
01F0633N,17:05,1,4545
01F0633N,17:10,0,2348
01F0633N,17:10,1,4642
01F0633N,17:15,0,2411
01F0633N,17:15,1,4706
01F0633N,17:20,0,2354
01F0633N,17:20,1,4711
01F0633N,17:25,0,2282
01F0633N,17:25,1,4525
01F0633N,17:30,0,2234
01F0633N,17:30,1,4711
01F0633N,17:35,0,2288
01F0633N,17:35,1,4539
01F0633N,17:40,0,2295
01F0633N,17:40,1,4410
01F0633N,17:45,0,2319
01F0633N,17:45,1,4352
01F0633N,17:50,0,2428
01F0633N,17:50,1,4278
01F0633N,17:55,0,2439
01F0633N,17:55,1,4032
01F0633N,18:00,0,2381
01F0633N,18:00,1,4000
01F0633N,18:05,0,2414
01F0633N,18:05,1,4059
01F0633N,18:10,0,2376
01F0633N,18:10,1,3869
01F0633N,18:15,0,2437
01F0633N,18:15,1,3806
01F0633N,18:20,0,2401
01F0633N,18:20,1,4035
01F0633N,18:25,0,2202
01F0633N,18:25,1,3891
01F0633N,18:30,0,2271
01F0633N,18:30,1,3749
01F0633N,18:35,0,2250
01F0633N,18:35,1,3591
01F0633N,18:40,0,2063
01F0633N,18:40,1,3641
01F0633N,18:45,0,2036
01F0633N,18:45,1,3589
01F0633N,18:50,0,1934
01F0633N,18:50,1,3512
01F0633N,18:55,0,2054
01F0633N,18:55,1,3456
01F0633N,19:00,0,1899
01F0633N,19:00,1,3348
01F0633N,19:05,0,2044
01F0633N,19:05,1,3392
01F0633N,19:10,0,2043
01F0633N,19:10,1,3277
01F0633N,19:15,0,2061
01F0633N,19:15,1,3488
01F0633N,19:20,0,2089
01F0633N,19:20,1,3523
01F0633N,19:25,0,2093
01F0633N,19:25,1,3535
01F0633N,19:30,0,2099
01F0633N,19:30,1,3518
01F0633N,19:35,0,2069
01F0633N,19:35,1,3404
01F0633N,19:40,0,2020
01F0633N,19:40,1,3302
01F0633N,19:45,0,1949
01F0633N,19:45,1,3349
01F0633N,19:50,0,1981
01F0633N,19:50,1,3172
01F0633N,19:55,0,1992
01F0633N,19:55,1,3239
01F0633N,20:00,0,1836
01F0633N,20:00,1,3269
01F0633N,20:05,0,1848
01F0633N,20:05,1,3025
01F0633N,20:10,0,1745
01F0633N,20:10,1,3001
01F0633N,20:15,0,1822
01F0633N,20:15,1,3192
01F0633N,20:20,0,1818
01F0633N,20:20,1,3230
01F0633N,20:25,0,1840
01F0633N,20:25,1,3003
01F0633N,20:30,0,1690
01F0633N,20:30,1,2931
01F0633N,20:35,0,1763
01F0633N,20:35,1,2890
01F0633N,20:40,0,1598
01F0633N,20:40,1,2764
01F0633N,20:45,0,1688
01F0633N,20:45,1,2881
01F0633N,20:50,0,1702
01F0633N,20:50,1,2990
01F0633N,20:55,0,1734
01F0633N,20:55,1,2796
01F0633N,21:00,0,1594
01F0633N,21:00,1,2680
01F0633N,21:05,0,1554
01F0633N,21:05,1,2700
01F0633N,21:10,0,1698
01F0633N,21:10,1,2820
01F0633N,21:15,0,1591
01F0633N,21:15,1,2664
01F0633N,21:20,0,1549
01F0633N,21:20,1,2806
01F0633N,21:25,0,1591
01F0633N,21:25,1,2593
01F0633N,21:30,0,1452
01F0633N,21:30,1,2463
01F0633N,21:35,0,1503
01F0633N,21:35,1,2353
01F0633N,21:40,0,1399
01F0633N,21:40,1,2389
01F0633N,21:45,0,1438
01F0633N,21:45,1,2308
01F0633N,21:50,0,1421
01F0633N,21:50,1,2329
01F0633N,21:55,0,1356
01F0633N,21:55,1,2234
01F0633N,22:00,0,1296
01F0633N,22:00,1,2222
01F0633N,22:05,0,1268
01F0633N,22:05,1,2100
01F0633N,22:10,0,1378
01F0633N,22:10,1,2131
01F0633N,22:15,0,1261
01F0633N,22:15,1,2029
01F0633N,22:20,0,1187
01F0633N,22:20,1,2083
01F0633N,22:25,0,1086
01F0633N,22:25,1,1937
01F0633N,22:30,0,1162
01F0633N,22:30,1,1878
01F0633N,22:35,0,1127
01F0633N,22:35,1,1817
01F0633N,22:40,0,1046
01F0633N,22:40,1,1727
01F0633N,22:45,0,1013
01F0633N,22:45,1,1743
01F0633N,22:50,0,1033
01F0633N,22:50,1,1690
01F0633N,22:55,0,1118
01F0633N,22:55,1,1502
01F0633N,23:00,0,1012
01F0633N,23:00,1,1582
01F0633N,23:05,0,928
01F0633N,23:05,1,1477
01F0633N,23:10,0,874
01F0633N,23:10,1,1623
01F0633N,23:15,0,929
01F0633N,23:15,1,1497
01F0633N,23:20,0,953
01F0633N,23:20,1,1459
01F0633N,23:25,0,852
01F0633N,23:25,1,1495
01F0633N,23:30,0,850
01F0633N,23:30,1,1391
01F0633N,23:35,0,863
01F0633N,23:35,1,1355
01F0633N,23:40,0,783
01F0633N,23:40,1,1304
01F0633N,23:45,0,745
01F0633N,23:45,1,1214
01F0633N,23:50,0,730
01F0633N,23:50,1,1231
01F0633N,23:55,0,738
01F0633N,23:55,1,1123
01F0633S,00:00,0,551
01F0633S,00:00,1,1025
01F0633S,00:05,0,519
01F0633S,00:05,1,941
01F0633S,00:10,0,580
01F0633S,00:10,1,915
01F0633S,00:15,0,518
01F0633S,00:15,1,957
01F0633S,00:20,0,528
01F0633S,00:20,1,888
01F0633S,00:25,0,490
01F0633S,00:25,1,906
01F0633S,00:30,0,469
01F0633S,00:30,1,849
01F0633S,00:35,0,499
01F0633S,00:35,1,870
01F0633S,00:40,0,470
01F0633S,00:40,1,816
01F0633S,00:45,0,482
01F0633S,00:45,1,778
01F0633S,00:50,0,478
01F0633S,00:50,1,791
01F0633S,00:55,0,414
01F0633S,00:55,1,766
01F0633S,01:00,0,445
01F0633S,01:00,1,709
01F0633S,01:05,0,382
01F0633S,01:05,1,673
01F0633S,01:10,0,432
01F0633S,01:10,1,705
01F0633S,01:15,0,386
01F0633S,01:15,1,674
01F0633S,01:20,0,405
01F0633S,01:20,1,621
01F0633S,01:25,0,383
01F0633S,01:25,1,632
01F0633S,01:30,0,368
01F0633S,01:30,1,616
01F0633S,01:35,0,410
01F0633S,01:35,1,643
01F0633S,01:40,0,365
01F0633S,01:40,1,600
01F0633S,01:45,0,356
01F0633S,01:45,1,538
01F0633S,01:50,0,385
01F0633S,01:50,1,602
01F0633S,01:55,0,391
01F0633S,01:55,1,578
01F0633S,02:00,0,349
01F0633S,02:00,1,546
01F0633S,02:05,0,332
01F0633S,02:05,1,539
01F0633S,02:10,0,368
01F0633S,02:10,1,569
01F0633S,02:15,0,321
01F0633S,02:15,1,530
01F0633S,02:20,0,353
01F0633S,02:20,1,547
01F0633S,02:25,0,326
01F0633S,02:25,1,544
01F0633S,02:30,0,344
01F0633S,02:30,1,502
01F0633S,02:35,0,358
01F0633S,02:35,1,521
01F0633S,02:40,0,349
01F0633S,02:40,1,524
01F0633S,02:45,0,305
01F0633S,02:45,1,508
01F0633S,02:50,0,345
01F0633S,02:50,1,517
01F0633S,02:55,0,307
01F0633S,02:55,1,486
01F0633S,03:00,0,338
01F0633S,03:00,1,495
01F0633S,03:05,0,302
01F0633S,03:05,1,478
01F0633S,03:10,0,296
01F0633S,03:10,1,500
01F0633S,03:15,0,297
01F0633S,03:15,1,475
01F0633S,03:20,0,331
01F0633S,03:20,1,487
01F0633S,03:25,0,321
01F0633S,03:25,1,499
01F0633S,03:30,0,321
01F0633S,03:30,1,482
01F0633S,03:35,0,332
01F0633S,03:35,1,508
01F0633S,03:40,0,338
01F0633S,03:40,1,481
01F0633S,03:45,0,323
01F0633S,03:45,1,513
01F0633S,03:50,0,333
01F0633S,03:50,1,506
01F0633S,03:55,0,333
01F0633S,03:55,1,504
01F0633S,04:00,0,340
01F0633S,04:00,1,543
01F0633S,04:05,0,357
01F0633S,04:05,1,500
01F0633S,04:10,0,377
01F0633S,04:10,1,586
01F0633S,04:15,0,383
01F0633S,04:15,1,589
01F0633S,04:20,0,396
01F0633S,04:20,1,585
01F0633S,04:25,0,396
01F0633S,04:25,1,641
01F0633S,04:30,0,429
01F0633S,04:30,1,664
01F0633S,04:35,0,399
01F0633S,04:35,1,723
01F0633S,04:40,0,493
01F0633S,04:40,1,720
01F0633S,04:45,0,450
01F0633S,04:45,1,682
01F0633S,04:50,0,440
01F0633S,04:50,1,749
01F0633S,04:55,0,504
01F0633S,04:55,1,741
01F0633S,05:00,0,527
01F0633S,05:00,1,790
01F0633S,05:05,0,533
01F0633S,05:05,1,864
01F0633S,05:10,0,573
01F0633S,05:10,1,919
01F0633S,05:15,0,659
01F0633S,05:15,1,1006
01F0633S,05:20,0,654
01F0633S,05:20,1,1078
01F0633S,05:25,0,673
01F0633S,05:25,1,1137
01F0633S,05:30,0,677
01F0633S,05:30,1,1216
01F0633S,05:35,0,798
01F0633S,05:35,1,1347
01F0633S,05:40,0,786
01F0633S,05:40,1,1324
01F0633S,05:45,0,817
01F0633S,05:45,1,1389
01F0633S,05:50,0,882
01F0633S,05:50,1,1506
01F0633S,05:55,0,933
01F0633S,05:55,1,1739
01F0633S,06:00,0,955
01F0633S,06:00,1,1680
01F0633S,06:05,0,1015
01F0633S,06:05,1,1852
01F0633S,06:10,0,1191
01F0633S,06:10,1,2008
01F0633S,06:15,0,1326
01F0633S,06:15,1,2289
01F0633S,06:20,0,1449
01F0633S,06:20,1,2577
01F0633S,06:25,0,1653
01F0633S,06:25,1,2811
01F0633S,06:30,0,1529
01F0633S,06:30,1,2831
01F0633S,06:35,0,1748
01F0633S,06:35,1,3070
01F0633S,06:40,0,1899
01F0633S,06:40,1,3217
01F0633S,06:45,0,1870
01F0633S,06:45,1,3335
01F0633S,06:50,0,2004
01F0633S,06:50,1,3358
01F0633S,06:55,0,2014
01F0633S,06:55,1,3386
01F0633S,07:00,0,2116
01F0633S,07:00,1,3649
